Custid,Education,Marital_Status,Recency,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,DepVar,IMP_Income,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,campaign_acceptance,Childhome,Mnt,Frq,average_purchase,age,loyalty
140004629,Graduation,Together,99,0.8315098468,0.0262582057,0.124726477,0,0.1818181818,0.3181818182,0.2727272727,0.4090909091,3,0,0,74193,,0.170678337,0.0175054705,1,1,457,22,20.772727273,58,26
140004647,2n Cycle,Divorced,28,0.5832449629,0.0127253446,0.3393425239,0.0307529162,0.275862069,0.4482758621,0.2068965517,0.3448275862,7,0,1,59566,,0.2937433722,0.0339342524,1,1,943,29,32.517241379,60,45
140004656,Graduation,Divorced,17,0.69168357,0,0.2677484787,0.0081135903,0.1818181818,0.4090909091,0.1818181818,0.4090909091,4,0,0,66547,,0.0588235294,0.0324543611,1,1,493,22,22.409090909,65,35
140004659,Graduation,Together,52,0.6842105263,0,0.3157894737,0,0.1,0.4,0.2,0.4,6,0,0,58095,,0,0,0,1,19,10,1.9,56,26
140004671,2n Cycle,Together,63,0.7428884026,0,0.2056892779,0.0164113786,0.1724137931,0.5172413793,0.2413793103,0.2413793103,9,0,0,51540,,0.0809628009,0.0350109409,1,1,914,29,31.517241379,49,45
140004707,Graduation,Single,60,0.5701071081,0.100292113,0.188412853,0.0077896787,0.0303030303,0.2727272727,0.3939393939,0.3333333333,2,0,0,98312,,0.0983446933,0.1333982473,1,0,2054,33,62.242424242,28,39
140004755,Basic,Single,49,0.037037037,0.2962962963,0.1851851852,0.1851851852,0.1,0.5,0.2,0.3,7,0,0,34066,,0.4074074074,0.2962962963,0,0,27,10,2.7,25,42
140004764,Graduation,Married,34,0.2582978723,0.0455319149,0.6153191489,0.0204255319,0.0416666667,0.375,0.3333333333,0.2916666667,4,0,0,86024,,0.1187234043,0.0604255319,0,0,2350,24,97.916666667,48,44
140004773,Graduation,Together,26,0.7070707071,0,0.2323232323,0,0.1538461538,0.5384615385,0.1538461538,0.3076923077,8,0,0,57681,,0.0707070707,0.0606060606,0,1,99,13,7.6153846154,40,31
140004785,Graduation,Together,12,0.5862484922,0.1290711701,0.1942098914,0.0229191797,0.3333333333,0.4444444444,0.1851851852,0.3703703704,7,0,0,62064,,0.0446320869,0.0675512666,0,1,829,27,30.703703704,65,44
140004788,Graduation,Together,16,0.33425262,0.0694980695,0.4081632653,0.0490899062,0.0357142857,0.2857142857,0.3214285714,0.3928571429,2,0,0,79343,,0.0904578047,0.138996139,0,0,1813,28,64.75,68,41
140004791,Graduation,Widow,77,0.4557057057,0.0112612613,0.451951952,0,0.1818181818,0.3333333333,0.2727272727,0.3939393939,5,0,0,72826,,0.0097597598,0.0810810811,0,1,1332,33,40.363636364,56,37
140004806,Graduation,Single,46,0.4632352941,0.0367647059,0.3970588235,0.0373303167,0.0689655172,0.275862069,0.275862069,0.4482758621,6,0,0,94935,,0.0356334842,0.0656108597,0,1,1768,29,60.965517241,32,30
140004827,Master,Married,12,0.3274519979,0.0342501297,0.4452516866,0.0415153088,0.0344827586,0.3103448276,0.3103448276,0.3793103448,3,0,0,89986,,0,0.151530877,0,0,1927,29,66.448275862,59,42
140004833,Master,Together,92,0.6915584416,0.012987013,0.2694805195,0.0086580087,0.1034482759,0.3793103448,0.1724137931,0.4482758621,7,0,0,59123,,0.0822510823,0.0173160173,0,1,924,29,31.862068966,46,45
140004845,Graduation,Together,58,0.4534883721,0.011627907,0.4360465116,0.0755813953,0.4,0.4666666667,0.2666666667,0.2666666667,9,0,1,38827,,0.2848837209,0.023255814,1,1,172,15,11.466666667,60,42
140004863,Graduation,Married,99,0.4756719973,0.0367471929,0.4059203811,0,0.0416666667,0.3333333333,0.4166666667,0.25,1,0,0,121221,,0.0108880572,0.0816604287,2,0,2939,24,122.45833333,31,32
140004887,Graduation,Together,10,0.3987240829,0.0855927698,0.4269005848,0.0600744285,0.0416666667,0.375,0.3333333333,0.2916666667,2,0,1,92935,,0.0494417863,0.028708134,1,0,1881,24,78.375,26,23
140004893,Graduation,Married,78,0.6948837209,0.0390697674,0.2139534884,0,0.0322580645,0.3225806452,0.2580645161,0.4193548387,3,0,0,80052,,0.023255814,0.0520930233,2,0,1075,31,34.677419355,37,27
140004896,Basic,Together,56,0.1503267974,0.2091503268,0.4836601307,0.1176470588,0.2857142857,0.4285714286,0.2142857143,0.3571428571,5,0,0,57259,,0.2483660131,0.0392156863,0,1,153,14,10.928571429,62,36
140004935,2n Cycle,Married,71,0.3705408516,0.0966628308,0.3866513234,0.0655926352,0.0344827586,0.3793103448,0.2413793103,0.3793103448,4,0,0,99189,,0.0629075566,0.080552359,2,0,2607,29,89.896551724,57,32
140004944,2n Cycle,Single,75,0.2258064516,0,0.564516129,0.0483870968,0.2307692308,0.5384615385,0.1538461538,0.3076923077,9,0,0,25974,,0.4032258065,0.1612903226,0,1,62,13,4.7692307692,31,44
140004947,Basic,Together,8,0.0322580645,0.2580645161,0.0967741935,0.1612903226,0.1666666667,0.5,0.1666666667,0.3333333333,6,0,0,9000,,0.3548387097,0.4516129032,0,1,31,12,2.5833333333,28,31
140004992,Graduation,Married,92,0.8585757272,0,0.1143430291,0.0090270812,0.2258064516,0.4193548387,0.2580645161,0.3225806452,8,0,0,63567,,0.259779338,0.0180541625,0,1,997,31,32.161290323,49,42
140005010,Graduation,Divorced,39,0.1813664596,0.0906832298,0.601242236,0.0819875776,0.04,0.32,0.44,0.24,1,0,1,104709,,0.0099378882,0.0447204969,0,0,1610,25,64.4,37,29
140005016,Basic,Together,14,0.0307692308,0.2769230769,0.2307692308,0.0615384615,0.0769230769,0.5384615385,0.2307692308,0.2307692308,8,0,0,25177,,0.6,0.4,0,0,65,13,5,48,36
140005022,Master,Married,11,0.2777777778,0.2666666667,0.3305555556,0.125,0.1052631579,0.5263157895,0.2105263158,0.2631578947,7,0,0,61247,,0.3944444444,0,0,1,360,19,18.947368421,55,41
140005025,Graduation,Together,87,0.4696394687,0.1157495256,0.320683112,0.0768500949,0.15,0.4,0.25,0.35,3,0,0,74590,,0.0227703985,0.0170777989,0,1,1054,20,52.7,54,42
140005043,Graduation,Married,21,0.6944444444,0,0.3055555556,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,6,0,0,42813,,0.0833333333,0,0,1,36,11,3.2727272727,46,30
140005058,Graduation,Single,4,0.6666666667,0,0.2916666667,0.0138888889,0.1666666667,0.4166666667,0.1666666667,0.4166666667,5,0,0,59085,,0.0277777778,0.0277777778,0,1,72,12,6,45,23
140005070,Graduation,Together,26,0.4417077176,0.078817734,0.2791461412,0.1674876847,0.0416666667,0.375,0.25,0.375,4,0,0,71162,,0.0114942529,0.0328407225,0,0,609,24,25.375,36,33
140005082,Graduation,Single,98,0.1063829787,0.1489361702,0.5106382979,0,0.0833333333,0.5,0.1666666667,0.3333333333,8,0,0,50349,,0.2234042553,0.2340425532,0,1,94,12,7.8333333333,33,28
140005097,2n Cycle,Together,1,0.4761904762,0.0476190476,0.4047619048,0.0238095238,0.1666666667,0.5,0.1666666667,0.3333333333,7,0,0,47167,,0.0952380952,0.0476190476,0,1,42,12,3.5,41,24
140005103,Basic,Married,39,0.0487804878,0.1951219512,0.512195122,0.0975609756,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,21254,,0.1707317073,0.1463414634,0,0,41,11,3.7272727273,58,29
140005112,Basic,Single,29,0.03125,0.046875,0.265625,0.4375,0.0833333333,0.5,0.1666666667,0.3333333333,8,0,0,31158,,0.234375,0.21875,0,0,64,12,5.3333333333,45,44
140005115,Graduation,Single,44,0.5238658777,0.0623274162,0.299408284,0.0149901381,0.0526315789,0.5263157895,0.2105263158,0.2631578947,2,0,1,113171,,0.0110453649,0.099408284,2,0,2535,19,133.42105263,56,27
140005121,Basic,Married,57,0.4230769231,0.0659340659,0.3626373626,0.0384615385,0.3333333333,0.4666666667,0.2,0.3333333333,6,0,0,50056,,0.1813186813,0.1098901099,0,1,182,15,12.133333333,58,25
140005124,Graduation,Married,65,0.5046583851,0,0.4658385093,0.0139751553,0.4166666667,0.5416666667,0.1666666667,0.2916666667,8,0,1,66173,,0.2189440994,0.0155279503,1,1,644,24,26.833333333,43,44
140005130,2n Cycle,Married,62,0.2768187423,0.0511713933,0.5585696671,0.0283600493,0.0606060606,0.3333333333,0.2424242424,0.4242424242,3,0,0,81196,,0.110974106,0.085080148,0,0,1622,33,49.151515152,40,32
140005151,Basic,Married,60,0.4615384615,0.1538461538,0.3076923077,0.0769230769,0.1666666667,0.4166666667,0.1666666667,0.4166666667,5,0,0,34449,,0.0512820513,0,0,1,39,12,3.25,40,25
140005157,Graduation,Single,58,0.4846477191,0.0740657644,0.3204149372,0.0370328822,0.0909090909,0.5,0.2272727273,0.2727272727,4,0,0,77490,,0.1280049624,0.0838386971,0,0,1242.1393443,22,56.460879285,27,42
140005163,Basic,Divorced,85,0.168,0.032,0.408,0.128,0.1875,0.4375,0.1875,0.375,6,0,0,51744,,0.2,0.264,0,1,250,16,15.625,38,28
140005187,Graduation,Single,19,0.7567567568,0,0.2432432432,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,3,0,0,49104,,0.0810810811,0,0,1,37,11,3.3636363636,41,26
140005190,Master,Together,10,0.4554455446,0.0495049505,0.3927392739,0.0693069307,0.0357142857,0.4642857143,0.2142857143,0.3214285714,5,0,0,102609,,0.0550055006,0.0330033003,0,1,909,28,32.464285714,31,34
140005199,Basic,Together,89,0.2955390335,0.156133829,0.4330855019,0.0855018587,0.0909090909,0.3181818182,0.2272727273,0.4545454545,3,0,0,67602,,0.2899628253,0.029739777,0,1,538,22,24.454545455,52,33
140005208,Graduation,Married,58,0.4357076781,0.1415356152,0.1739130435,0.1359851989,0.0357142857,0.2857142857,0.4285714286,0.2857142857,1,0,0,95093,,0.2950971323,0.1128584644,2,0,1081,28,38.607142857,51,41
140005214,Graduation,Single,14,0.8639308855,0.0129589633,0.1144708423,0.0086393089,0.0909090909,0.5909090909,0.1363636364,0.2727272727,8,0,0,61835,,0.0626349892,0,0,1,463,22,21.045454545,52,32
140005220,Master,Divorced,47,0.504789272,0.0383141762,0.2696360153,0.0847701149,0.0416666667,0.5,0.1666666667,0.3333333333,5,0,0,89232,,0.0277777778,0.1024904215,2,0,2088,24,87,37,46
140005226,Graduation,Married,23,0.3838709677,0.1129032258,0.2032258065,0.0139784946,0.037037037,0.2592592593,0.2592592593,0.4814814815,1,0,0,82326,,0.0107526882,0.2860215054,0,1,930,27,34.444444444,49,25
140005250,Graduation,Married,4,0.2614814815,0.1348148148,0.5377777778,0.0066666667,0.0454545455,0.3636363636,0.4090909091,0.2272727273,3,0,1,80722,,0.077037037,0.0592592593,0,0,1350,22,61.363636364,64,43
140005253,PhD,Married,6,0.7619047619,0,0.2380952381,0,0.1,0.5,0.2,0.3,7,0,0,56430,,0.0952380952,0,0,1,21,10,2.1,46,27
140005265,Graduation,Divorced,11,0.3233082707,0.1691729323,0.1992481203,0.1654135338,0.1176470588,0.4705882353,0.2941176471,0.2352941176,5,0,0,63932,,0.6015037594,0.1428571429,0,1,266,17,15.647058824,64,25
140005271,Graduation,Married,96,0.1481481481,0.0555555556,0.4259259259,0,0.2857142857,0.5,0.2142857143,0.2857142857,5,0,0,18086,,0.4444444444,0.3703703704,0,1,54,14,3.8571428571,28,36
140005274,Graduation,Married,31,0.2967741935,0.0709677419,0.5741935484,0.0064516129,0.1428571429,0.5,0.2142857143,0.2857142857,6,0,1,50595,,0.2322580645,0.0516129032,1,1,155,14,11.071428571,42,30
140005277,Graduation,Single,9,0.9206349206,0,0.0793650794,0,0.1666666667,0.5,0.1666666667,0.3333333333,6,0,0,52913,,0.0634920635,0,0,1,63,12,5.25,41,29
140005283,Graduation,Together,15,0.4552238806,0.1455223881,0.3694029851,0.0149253731,0.1764705882,0.4705882353,0.1764705882,0.3529411765,4,0,0,67610,,0.4179104478,0.0149253731,0,1,268,17,15.764705882,58,33
140005289,Master,Married,42,0.3953488372,0,0.488372093,0.023255814,0.2307692308,0.5384615385,0.1538461538,0.3076923077,6,0,0,20925,,0.0465116279,0.0930232558,0,1,43,13,3.3076923077,49,32
140005310,Graduation,Together,18,0.8541666667,0,0.1458333333,0,0.0769230769,0.4615384615,0.1538461538,0.3846153846,5,0,0,69561,,0.1354166667,0,0,1,96,13,7.3846153846,62,24
140005319,Basic,Married,57,0.2261306533,0.0753768844,0.3618090452,0.0653266332,0.1333333333,0.4,0.2,0.4,4,0,0,49324,,0.0502512563,0.2713567839,0,1,199,15,13.266666667,48,38
140005352,2n Cycle,Married,23,0.35,0.075,0.375,0.05,0.2307692308,0.5384615385,0.1538461538,0.3076923077,8,0,0,26213,,0.3,0.15,0,1,40,13,3.0769230769,37,28
140005358,Graduation,Married,52,0.3258953168,0.1253443526,0.3008264463,0.1002754821,0.2307692308,0.4615384615,0.2307692308,0.3076923077,5,0,0,25850,,0.576584022,0.1476584022,0,1,39.89010989,13,3.0684699915,55,28
140005364,2n Cycle,Married,19,0.2027748132,0.0309498399,0.3489861259,0.0330843116,0.0476190476,0.2857142857,0.2857142857,0.4285714286,0,0,0,92570,,0.3169690502,0.3842049093,0,0,937,21,44.619047619,65,32
140005370,Master,Married,68,0.7914110429,0.0153374233,0.1656441718,0.009202454,0.3157894737,0.4736842105,0.3157894737,0.2105263158,6,0,0,58939,,0.1564417178,0.018404908,0,1,326,19,17.157894737,56,42
140005403,PhD,Married,56,0.7637130802,0,0.2362869198,0,0.1176470588,0.4705882353,0.1764705882,0.3529411765,5,0,0,56761,,0.1434599156,0,0,1,237,17,13.941176471,49,33
140005415,Graduation,Together,59,0.5194805195,0.1428571429,0.1428571429,0.1428571429,0.2307692308,0.4615384615,0.2307692308,0.3076923077,7,0,0,24760,,0.1298701299,0.0519480519,0,1,77,13,5.9230769231,37,41
140005418,PhD,Together,6,0.5679012346,0.0392817059,0.3355780022,0.0235690236,0.0714285714,0.4285714286,0.25,0.3214285714,5,0,0,81567,,0.0224466891,0.0336700337,0,1,891,28,31.821428571,55,41
140005457,Graduation,Single,41,0.3211046991,0.0342126958,0.5391591096,0.0140148392,0.04,0.28,0.36,0.36,2,0,1,94676,,0.0201978566,0.0915086562,1,0,2426,25,97.04,27,34
140005484,Basic,Married,71,0.2438423645,0.0726600985,0.5119047619,0.0090311987,0.037037037,0.2592592593,0.3333333333,0.4074074074,1,0,0,115042,,0.0422824302,0.1625615764,1,0,2436,27,90.222222222,22,26
140005505,Graduation,Together,22,0.326428123,0.0451977401,0.4557438795,0.0207156309,0.12,0.48,0.24,0.28,5,0,0,75492,,0.0558694288,0.1519146265,0,1,1593,25,63.72,57,44
140005529,Graduation,Together,42,0.730964467,0.0101522843,0.2436548223,0.0050761421,0.25,0.4375,0.1875,0.375,6,0,0,52953,,0.152284264,0.0101522843,1,1,197,16,12.3125,47,42
140005541,Graduation,Together,45,0.325,0.05,0.525,0,0.0909090909,0.4545454545,0.2727272727,0.2727272727,8,0,1,35925,,0.625,0.1,1,1,40,11,3.6363636364,37,23
140005568,PhD,Divorced,20,0.7772988506,0,0.1968390805,0.0086206897,0.1538461538,0.4230769231,0.3846153846,0.1923076923,4,0,0,69018,,0.158045977,0.0172413793,0,1,696,26,26.769230769,52,34
140005580,2n Cycle,Single,26,0.1666666667,0.0833333333,0.5833333333,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,10870,,0.1666666667,0.1666666667,0,1,24,11,2.1818181818,35,24
140005601,Graduation,Single,94,0.576,0.0512,0.3008,0.056,0.125,0.4166666667,0.25,0.3333333333,5,0,0,67835,,0.0672,0.016,0,1,625,24,26.041666667,43,33
140005634,Graduation,Single,66,0.4520547945,0.0365296804,0.4337899543,0.0319634703,0.125,0.4375,0.1875,0.375,5,0,0,58535,,0.1369863014,0.0456621005,0,1,219,16,13.6875,48,34
140005658,Master,Together,71,0.3609302326,0.12,0.4451162791,0.0581395349,0.0434782609,0.3043478261,0.347826087,0.347826087,2,0,0,90511,,0.0311627907,0.0158139535,0,0,2150,23,93.47826087,36,40
140005679,2n Cycle,Married,17,0.5285714286,0.0214285714,0.3357142857,0,0.1428571429,0.5,0.1428571429,0.3571428571,5,0,0,64896,,0.2357142857,0.1142857143,0,1,140,14,10,52,37
140005694,2n Cycle,Single,24,0.3628318584,0.092920354,0.3790560472,0.0560471976,0.2916666667,0.5,0.2083333333,0.2916666667,7,0,1,74598,,0.0103244838,0.1091445428,0,1,678,24,28.25,44,32
140005721,Graduation,Single,59,0.4166666667,0.3333333333,0.125,0.0416666667,0.1818181818,0.4545454545,0.1818181818,0.3636363636,5,0,0,26330,,0.1666666667,0.0833333333,0,1,24,11,2.1818181818,44,36
140005742,Master,Single,69,0.1486988848,0.031598513,0.6053283767,0.0446096654,0.0294117647,0.2352941176,0.3529411765,0.4117647059,1,0,0,89517,,0.0365551425,0.1697645601,0,0,1614,34,47.470588235,48,38
140005745,Graduation,Together,44,0.5479452055,0.0684931507,0.3287671233,0,0.1666666667,0.4166666667,0.25,0.3333333333,6,0,0,41284,,0.3424657534,0.0547945205,0,1,73,12,6.0833333333,62,34
140005763,Graduation,Married,67,0.8444444444,0.0158730159,0.1301587302,0.0095238095,0.2105263158,0.5263157895,0.1578947368,0.3157894737,8,0,0,52020,,0.0634920635,0,1,1,315,19,16.578947368,63,34
140005787,Master,Single,44,0.8656716418,0,0.1343283582,0,0.0833333333,0.4166666667,0.25,0.3333333333,4,0,0,59212,,0.0597014925,0,0,1,67,12,5.5833333333,56,23
140005790,PhD,Single,16,0.527027027,0.027027027,0.2432432432,0.0405405405,0.1666666667,0.4166666667,0.1666666667,0.4166666667,4,0,0,48676,,0.1486486486,0.1621621622,0,1,74,12,6.1666666667,51,44
140005793,2n Cycle,Single,91,0.2429274293,0.1082410824,0.5811808118,0.0147601476,0.1379310345,0.3793103448,0.4482758621,0.1724137931,5,0,0,81065,,0.0282902829,0.0528905289,0,1,1626,29,56.068965517,41,44
140005811,2n Cycle,Married,0,0.4283746556,0.0606060606,0.2837465565,0.0812672176,0.24,0.44,0.16,0.4,6,0,0,71502,,0.085399449,0.1460055096,0,1,726,25,29.04,54,41
140005841,Graduation,Married,4,0.8693379791,0,0.1132404181,0,0.125,0.5416666667,0.1666666667,0.2916666667,7,0,0,75601,,0.0731707317,0.0174216028,1,1,574,24,23.916666667,48,25
140005853,Basic,Together,61,0.6153846154,0.0769230769,0.141025641,0.0384615385,0.0769230769,0.3846153846,0.2307692308,0.3846153846,4,0,0,19200,,0.3076923077,0.1282051282,0,0,78,13,6,38,41
140005859,Graduation,Single,33,0.4096989967,0.0735785953,0.3444816054,0.0752508361,0.1739130435,0.347826087,0.1739130435,0.4782608696,6,0,0,53735,,0.0200668896,0.0969899666,0,1,598,23,26,39,42
140005883,Graduation,Married,6,0.4838709677,0.0483870968,0.3870967742,0.0161290323,0.2857142857,0.5,0.1428571429,0.3571428571,5,0,0,44335,,0.1129032258,0.064516129,0,1,62,14,4.4285714286,46,33
140005889,2n Cycle,Single,1,0.122923588,0.3189368771,0.3455149502,0.0996677741,0.1764705882,0.4705882353,0.2941176471,0.2352941176,7,0,1,41159,,0.6843853821,0.1129568106,0,1,301,17,17.705882353,44,45
140005898,Graduation,Single,15,0.4705882353,0,0.1764705882,0.2352941176,0.0833333333,0.4166666667,0.1666666667,0.4166666667,6,0,0,22715,,0.3529411765,0.1176470588,0,0,68,12,5.6666666667,55,39
140005901,Master,Married,29,0.5,0.0263157895,0.4605263158,0.0131578947,0.0833333333,0.4166666667,0.3333333333,0.25,5,0,0,46457,,0.4736842105,0,0,1,76,12,6.3333333333,62,39
140005907,Graduation,Married,42,0.25,0.075,0.525,0.05,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,52931,,0.2,0.1,0,1,40,11,3.6363636364,43,36
140005922,Graduation,Single,62,0.3946488294,0.0241545894,0.5436640654,0.021924935,0.0333333333,0.3,0.3666666667,0.3333333333,2,0,1,99899,,0,0.0156075808,2,0,2691,30,89.7,51,35
140005928,Graduation,Divorced,32,0.2857142857,0.2857142857,0.2857142857,0.0476190476,0.1,0.5,0.2,0.3,7,0,0,38355,,0.1904761905,0.0952380952,0,1,21,10,2.1,36,31
140005940,Graduation,Single,27,0.2300884956,0.0530973451,0.5575221239,0,0.0714285714,0.5,0.2142857143,0.2857142857,7,0,0,30625,,0.185840708,0.1592920354,0,0,113,14,8.0714285714,46,37
140005946,Graduation,Single,93,0.3641975309,0.0235690236,0.5347923681,0.0145903479,0.0357142857,0.3571428571,0.2857142857,0.3571428571,2,0,0,89758,,0.0617283951,0.0628507295,0,0,1782,28,63.642857143,73,29
140005952,Graduation,Together,50,0.3566433566,0.041958042,0.5244755245,0.0629370629,0.0714285714,0.5714285714,0.1428571429,0.2857142857,8,0,0,37179,,0.4475524476,0.013986014,0,0,143,14,10.214285714,37,42
140005964,Graduation,Together,92,0.0697674419,0.1395348837,0.5348837209,0.0697674419,0.0909090909,0.4545454545,0.1818181818,0.3636363636,6,0,0,43676,,0.0930232558,0.1860465116,0,1,43,11,3.9090909091,65,26
140005970,Graduation,Single,88,0.4777015437,0.1355060034,0.346483705,0.0077186964,0.0322580645,0.4838709677,0.2258064516,0.2903225806,7,0,0,74244,,0.0102915952,0.0325900515,0,0,1166,31,37.612903226,38,44
140005973,Graduation,Married,54,0.7989031079,0.0274223035,0.1389396709,0.0164533821,0.1363636364,0.2727272727,0.2727272727,0.4545454545,6,1,0,71676,,0.0731261426,0.0182815356,1,1,1094,22,49.727272727,38,39
140005979,2n Cycle,Together,66,0.6119744059,0,0.2618829982,0.0393053016,0.0384615385,0.3461538462,0.2307692308,0.4230769231,3,0,0,96152,,0.0182815356,0.0868372943,2,0,2188,26,84.153846154,58,38
140005982,Graduation,Married,4,0.4225352113,0.1056338028,0.4225352113,0.0352112676,0.2142857143,0.5,0.2142857143,0.2857142857,8,0,1,45526,,0.3028169014,0.014084507,0,1,142,14,10.142857143,64,44
140005985,Graduation,Married,25,0.5544405419,0.075263422,0.3023080783,0,0.037037037,0.2962962963,0.2592592593,0.4444444444,2,0,0,87987,,0.1204214752,0.0679879579,0,0,1594.4,27,59.051851852,54,30
140005994,Basic,Married,58,0.021978022,0.3516483516,0.2197802198,0.1648351648,0.1666666667,0.5,0.1666666667,0.3333333333,9,0,0,27434,,0.3956043956,0.2417582418,0,0,91,12,7.5833333333,43,38
140006012,Graduation,Married,78,0.7966881325,0,0.1683532659,0.0165593376,0.1818181818,0.3636363636,0.1818181818,0.4545454545,8,0,0,69688,,0.0119595216,0.018399264,1,1,1087,22,49.409090909,56,36
140006018,Basic,Married,21,0.5875152999,0,0.329253366,0.0318237454,0.2962962963,0.4074074074,0.1481481481,0.4444444444,6,0,0,63306,,0.0550795594,0.0514075887,0,1,817,27,30.259259259,44,37
140006051,2n Cycle,Single,92,0.4536958369,0.0263381478,0.3033135089,0.0433305013,0.2941176471,0.4411764706,0.1470588235,0.4117647059,6,0,0,83843,,0.1248937978,0.1733220051,0,1,1177,34,34.617647059,65,45
140006072,2n Cycle,Single,57,0.1614571869,0.0717587497,0.6368589038,0.0269095311,0.2857142857,0.4285714286,0.2857142857,0.2857142857,5,0,0,40496,,0.4215826546,0.1030156284,0,1,111.48466258,14,7.963190184,35,30
140006078,Master,Married,63,0.5714285714,0,0.4285714286,0,0.1,0.5,0.2,0.3,6,0,0,56597,,0.0952380952,0,0,1,21,10,2.1,43,37
