Education,Marital_Status,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Complain,DepVar,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,Childhome,RANGE_Frq,RANGE_IMP_Income,RANGE_Mnt,RANGE_NumWebVisitsMonth,RANGE_Recency,RANGE_age,RANGE_average_purchase,RANGE_campaign_acceptance,RANGE_loyalty
Basic,Together,0.3838245374,0.0287868403,0.287868403,0.0692254969,0,0.5,0.25,0.25,0,0,,0.0226182317,0.2302947224,0,0.6,0.8123260089,0.4460166103,0.9090909091,0.696969697,0.4363636364,0.3690161628,0,0.0869565217
Graduation,Widow,0.4336492891,0.0781990521,0.4881516588,0,0.03125,0.3125,0.40625,0.28125,0,1,,0.0687203791,0,0,0.7333333333,0.7944848113,0.1270378345,0.5454545455,0.9090909091,0.8909090909,0.0885479222,1,0.9565217391
2n Cycle,Married,0.1621621622,0.1216216216,0.4054054054,0.2837837838,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.0540540541,0.027027027,1,0.0666666667,0.2971898801,0.019993848,0.2727272727,0.5454545455,0.4909090909,0.037953399,0,0.7391304348
Graduation,Single,0.330749354,0.0387596899,0.3488372093,0.2661498708,0.05,0.4,0.25,0.35,0,0,,0.0671834625,0.015503876,1,0.3333333333,0.5925588725,0.1162719163,0.3636363636,0.6060606061,0.5272727273,0.1329570022,0,0.2608695652
Graduation,Widow,0.4166666667,0.0714285714,0.3095238095,0.0595238095,0.0769230769,0.4615384615,0.3076923077,0.2307692308,0,0,,1,0.1428571429,1,0.1,0.3731243981,0.0230698247,0.1818181818,0.4646464646,0.8,0.0400783459,0,0.3043478261
Graduation,Together,0.2479414456,0.043915828,0.4967978042,0.0612991766,0.0344827586,0.275862069,0.275862069,0.4482758621,0,0,,0.0292772187,0.1500457457,0,0.6333333333,0.6674166156,0.3334358659,0.3636363636,0.6666666667,0.7636363636,0.2651188218,0,0.1304347826
2n Cycle,Married,0.3554006969,0.0104529617,0.4181184669,0.0487804878,0.1764705882,0.4705882353,0.2941176471,0.2352941176,0,0,,0.724738676,0.1672473868,0,0.2333333333,0.4728967872,0.0855121501,0.3636363636,0.4141414141,0.4727272727,0.1151742946,0,0.6086956522
Master,Together,0.5129930394,0,0.3730858469,0,0.1818181818,0.4545454545,0.1818181818,0.3636363636,0,0,,0.0932714617,0.1139211137,1,0.0333333333,0.2540838659,0.0038273719,0.1818181818,0.3131313131,0.4181818182,0.0075619327,0,0
Graduation,Single,0.4535017222,0.0964408726,0.401836969,0,0.1111111111,0.3333333333,0.4074074074,0.2592592593,0,0,,0.2009184845,0.0482204363,1,0.5666666667,0.6151886545,0.2651491849,0.4545454545,0.4949494949,0.6909090909,0.2259855339,0,0.2608695652
Master,Married,0.35,0.0625,0.4875,0.025,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.125,0.075,1,0.0666666667,0.1706907117,0.021839434,0.3636363636,0.6262626263,0.4181818182,0.0415565698,0,0.9130434783
2n Cycle,Together,0.4324880055,0.0287868403,0.5051405072,0.0143934202,0.0357142857,0.3571428571,0.3214285714,0.3214285714,0,0,,0.05003427,0.0191912269,0,0.6,0.6799702355,0.4460166103,0.5454545455,0.8787878788,0.3454545455,0.3690161628,0,0.8260869565
Graduation,Together,0.4112754159,0.0489833641,0.4066543438,0.0517560074,0.0333333333,0.3666666667,0.1666666667,0.4666666667,0,0,,0.0536044362,0.0813308688,1,0.6666666667,0.7580232864,0.3300522916,0.6363636364,0.8282828283,0.3818181818,0.2534230122,0,0.4782608696
Graduation,Single,0.1290322581,0.1935483871,0.1935483871,0.1612903226,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.1290322581,0.3225806452,0,0.0333333333,0.1923049987,0.0067671486,0.0909090909,0.4343434343,0.4,0.0138230734,0,0.1739130435
Graduation,Widow,0.3889154324,0,0.4773053034,0.0105112279,0.04,0.32,0.32,0.36,0,1,,0.0573339704,0.1232680363,0,0.5,0.8288190493,0.6410335281,0.3636363636,0,0.8727272727,0.5968292097,0.5,0.6086956522
Graduation,Married,0.3492647059,0.0698529412,0.4767156863,0.0428921569,0.2307692308,0.4615384615,0.1538461538,0.3846153846,0,0,,0.1850490196,0.0612745098,1,0.5333333333,0.5203536724,0.2482313134,0.7272727273,0.2929292929,0.4363636364,0.2196825514,0,0.8695652174
2n Cycle,Married,0.2114695341,0.0379928315,0.5182795699,0.0602150538,0.037037037,0.3333333333,0.2592592593,0.4074074074,0,0,,0.0372759857,0.1720430108,0,0.5666666667,0.6595903003,0.4263303599,0.4545454545,0.303030303,0.4727272727,0.3658419409,0,0.6086956522
Master,Together,0.5423387097,0.0383064516,0.3685483871,0,0.0344827586,0.3103448276,0.4137931034,0.275862069,0,0,,0.0552419355,0.0508064516,0,0.6333333333,0.809874814,0.7600738234,0.4545454545,0.2929292929,0.6363636364,0.609780745,0.25,0.3913043478
2n Cycle,Single,0.2722298222,0.1135430917,0.4085727314,0.0542635659,0.0454545455,0.4090909091,0.3636363636,0.2272727273,0,0,,0.1477428181,0.1513907889,0,0.4,0.6795762934,0.6717932944,0.4545454545,0.797979798,0.2,0.7118555238,0,0.6956521739
PhD,Together,0.8606557377,0,0.1229508197,0,0.1428571429,0.4285714286,0.2142857143,0.3571428571,0,0,,0,0.0163934426,1,0.1333333333,0.4764422656,0.0347585358,0.1818181818,0.4343434343,0.8,0.0563124121,0,0.1304347826
Basic,Married,0.0344827586,0.2413793103,0.2586206897,0.1551724138,0.2307692308,0.4615384615,0.2307692308,0.3076923077,0,0,,0.3448275862,0.3103448276,1,0.1,0.0667600455,0.0150722855,0.3636363636,0.4343434343,0.4363636364,0.0256656627,0,0.4782608696
2n Cycle,Together,0.4791666667,0.0416666667,0.3125,0.0416666667,0.1818181818,0.4545454545,0.1818181818,0.3636363636,0,0,,0.125,0.125,1,0.0333333333,0.341171321,0.0119963088,0.1818181818,0.1515151515,0.5818181818,0.0249601467,0,0.2608695652
Graduation,Single,0.2032520325,0.1951219512,0.3414634146,0,0.1428571429,0.5,0.1428571429,0.3571428571,0,0,,0.1544715447,0.2601626016,1,0.1333333333,0.2979515014,0.0350661335,0.2727272727,0.696969697,0.2545454545,0.0568271507,0,0.347826087
Graduation,Together,0.5048766495,0.0499139415,0.3407917384,0.0378657487,0.0344827586,0.3103448276,0.4482758621,0.2413793103,0,0,,0.0436029834,0.066551922,0,0.6333333333,0.6706644489,0.5333743464,0.4545454545,0.3232323232,1,0.426640271,0.25,0.8260869565
2n Cycle,Married,0.4666666667,0.073015873,0.4285714286,0,0.3888888889,0.5555555556,0.1666666667,0.2777777778,0,0,,0.4253968254,0.0317460317,1,0.2666666667,0.2335375996,0.0941248847,0.5454545455,0.5656565657,0.5818181818,0.1196252702,0,0.6086956522
2n Cycle,Married,0.06,0.24,0.3,0.08,0.0909090909,0.4545454545,0.2727272727,0.2727272727,0,0,,0.66,0.32,1,0.0333333333,0.1368642213,0.0126115042,0.3636363636,0.3434343434,0.4545454545,0.0262703907,0,0.8695652174
Graduation,Single,0.5204778157,0.0614334471,0.337883959,0.0153583618,0.2173913043,0.4347826087,0.1739130435,0.3913043478,0,0,,0.4044368601,0.0648464164,1,0.4333333333,0.286527182,0.1774838511,0.5454545455,0.4242424242,0.3272727273,0.1771193433,0,0.9565217391
Basic,Single,0.2222222222,0.0513888889,0.4333333333,0.0319444444,0.2258064516,0.3548387097,0.2258064516,0.4193548387,0,0,,0.1013888889,0.2611111111,1,0.7,0.712588637,0.2187019379,0.6363636364,0.2323232323,0.5636363636,0.1608873873,0,0.9565217391
Graduation,Married,0.5948103792,0.0359281437,0.2854291417,0.0159680639,0.2727272727,0.4545454545,0.1363636364,0.4090909091,0,0,,0.0459081836,0.0678642715,1,0.4,0.5295193907,0.1513380498,0.5454545455,0.0303030303,0.3636363636,0.157622344,0,0.652173913
Graduation,Together,0.8315098468,0.0262582057,0.124726477,0,0.1818181818,0.3181818182,0.2727272727,0.4090909091,0,0,,0.170678337,0.0175054705,1,0.4,0.5707169745,0.1378037527,0.2727272727,1,0.7090909091,0.1432096609,0.25,0.1304347826
2n Cycle,Divorced,0.5832449629,0.0127253446,0.3393425239,0.0307529162,0.275862069,0.4482758621,0.2068965517,0.3448275862,0,1,,0.2937433722,0.0339342524,1,0.6333333333,0.4426683008,0.2872962165,0.8181818182,0.2828282828,0.7454545455,0.2278446412,0.25,0.9565217391
Graduation,Divorced,0.69168357,0,0.2677484787,0.0081135903,0.1818181818,0.4090909091,0.1818181818,0.4090909091,0,0,,0.0588235294,0.0324543611,1,0.4,0.5037818436,0.1488772685,0.4545454545,0.1717171717,0.8363636364,0.1550018562,0.25,0.5217391304
Graduation,Together,0.6842105263,0,0.3157894737,0,0.1,0.4,0.2,0.4,0,0,,0,0,1,0,0.429790773,0.0030759766,0.1818181818,0.5252525253,0.6727272727,0.0072063416,0,0.1304347826
2n Cycle,Together,0.7428884026,0,0.2056892779,0.0164113786,0.1724137931,0.5172413793,0.2413793103,0.2413793103,0,0,,0.0809628009,0.0350109409,1,0.6333333333,0.3724065482,0.2783758843,1,0.6363636364,0.5454545455,0.2206382996,0.25,0.9565217391
Graduation,Single,0.5701071081,0.100292113,0.188412853,0.0077896787,0.0303030303,0.2727272727,0.3939393939,0.3333333333,0,0,,0.0983446933,0.1333982473,0,0.7666666667,0.7818611573,0.6290372193,0.4545454545,0.6060606061,0.1636363636,0.4420544625,0.25,0.6956521739
Basic,Single,0.037037037,0.2962962963,0.1851851852,0.1851851852,0.1,0.5,0.2,0.3,0,0,,0.4074074074,0.2962962963,0,0,0.2194344743,0.0055367579,0.2727272727,0.4949494949,0.1090909091,0.0129714148,0,0.8260869565
Graduation,Married,0.2582978723,0.0455319149,0.6153191489,0.0204255319,0.0416666667,0.375,0.3333333333,0.2916666667,0,0,,0.1187234043,0.0604255319,0,0.4666666667,0.6742887157,0.7200861273,0.4545454545,0.3434343434,0.5272727273,0.699135239,0,0.9130434783
Graduation,Together,0.7070707071,0,0.2323232323,0,0.1538461538,0.5384615385,0.1538461538,0.3076923077,0,0,,0.0707070707,0.0606060606,1,0.1,0.4261665062,0.0276837896,0.3636363636,0.2626262626,0.3818181818,0.0483933554,0,0.347826087
Graduation,Together,0.5862484922,0.1290711701,0.1942098914,0.0229191797,0.3333333333,0.4444444444,0.1851851852,0.3703703704,0,0,,0.0446320869,0.0675512666,1,0.5666666667,0.4645364615,0.2522300831,0.7272727273,0.1212121212,0.8363636364,0.2147756693,0,0.9130434783
Graduation,Together,0.33425262,0.0694980695,0.4081632653,0.0490899062,0.0357142857,0.2857142857,0.3214285714,0.3928571429,0,0,,0.0904578047,0.138996139,0,0.6,0.6158014532,0.5549061827,0.3636363636,0.1616161616,0.8909090909,0.4601249099,0,0.7826086957
Graduation,Widow,0.4557057057,0.0112612613,0.451951952,0,0.1818181818,0.3333333333,0.2727272727,0.3939393939,0,0,,0.0097597598,0.0810810811,1,0.7666666667,0.5587498906,0.4069517072,0.6363636364,0.7777777778,0.6727272727,0.2843884436,0,0.6086956522
Graduation,Single,0.4632352941,0.0367647059,0.3970588235,0.0373303167,0.0689655172,0.275862069,0.275862069,0.4482758621,0,0,,0.0356334842,0.0656108597,1,0.6333333333,0.7522979953,0.5410642879,0.3636363636,0.4646464646,0.2363636364,0.4328526344,0,0.3043478261
Master,Married,0.3274519979,0.0342501297,0.4452516866,0.0415153088,0.0344827586,0.3103448276,0.3103448276,0.3793103448,0,0,,0,0.151530877,0,0.6333333333,0.7089731244,0.5899723162,0.4545454545,0.1212121212,0.7272727273,0.4723632659,0,0.8260869565
Master,Together,0.6915584416,0.012987013,0.2694805195,0.0086580087,0.1034482759,0.3793103448,0.1724137931,0.4482758621,0,0,,0.0822510823,0.0173160173,1,0.6333333333,0.4387901602,0.281451861,0.6363636364,0.9292929293,0.4909090909,0.223123245,0,0.9565217391
Graduation,Together,0.4534883721,0.011627907,0.4360465116,0.0755813953,0.4,0.4666666667,0.2666666667,0.2666666667,0,1,,0.2848837209,0.023255814,1,0.1666666667,0.2611135429,0.0501384189,0.4545454545,0.5858585859,0.7454545455,0.0761470094,0.25,0.8260869565
Graduation,Married,0.4756719973,0.0367471929,0.4059203811,0,0.0416666667,0.3333333333,0.4166666667,0.25,0,0,,0.0108880572,0.0816604287,0,0.4666666667,0.9824126762,0.9012611504,0.3636363636,1,0.2181818182,0.8759908719,0.5,0.3913043478
Graduation,Together,0.3987240829,0.0855927698,0.4269005848,0.0600744285,0.0416666667,0.375,0.3333333333,0.2916666667,0,1,,0.0494417863,0.028708134,0,0.4666666667,0.7347894599,0.5758228237,0.4545454545,0.101010101,0.1272727273,0.5583113139,0.25,0
Graduation,Married,0.6948837209,0.0390697674,0.2139534884,0,0.0322580645,0.3225806452,0.2580645161,0.4193548387,0,0,,0.023255814,0.0520930233,0,0.7,0.622008229,0.327899108,0.5454545455,0.7878787879,0.3272727273,0.2434116216,0.5,0.1739130435
Basic,Together,0.1503267974,0.2091503268,0.4836601307,0.1176470588,0.2857142857,0.4285714286,0.2142857143,0.3571428571,0,0,,0.2483660131,0.0392156863,1,0.1333333333,0.4224722052,0.0442940634,0.1818181818,0.5656565657,0.7818181818,0.0722693113,0,0.5652173913
2n Cycle,Married,0.3705408516,0.0966628308,0.3866513234,0.0655926352,0.0344827586,0.3793103448,0.2413793103,0.3793103448,0,0,,0.0629075566,0.080552359,0,0.6333333333,0.7895386501,0.7991387265,0.6363636364,0.7171717172,0.6909090909,0.6413395512,0.5,0.3913043478
2n Cycle,Single,0.2258064516,0,0.564516129,0.0483870968,0.2307692308,0.5384615385,0.1538461538,0.3076923077,0,0,,0.4032258065,0.1612903226,1,0.1,0.14859494,0.0163026761,0.4545454545,0.7575757576,0.2181818182,0.0278829986,0,0.9130434783
Basic,Together,0.0322580645,0.2580645161,0.0967741935,0.1612903226,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.3548387097,0.4516129032,1,0.0666666667,0,0.0067671486,0.1818181818,0.0808080808,0.1636363636,0.012130675,0,0.347826087
Graduation,Married,0.8585757272,0,0.1143430291,0.0090270812,0.2258064516,0.4193548387,0.2580645161,0.3225806452,0,0,,0.259779338,0.0180541625,1,0.7,0.4776941259,0.3039064903,0.8181818182,0.9292929293,0.5454545455,0.2252795363,0,0.8260869565
Graduation,Divorced,0.1813664596,0.0906832298,0.601242236,0.0819875776,0.04,0.32,0.44,0.24,0,1,,0.0099378882,0.0447204969,0,0.5,0.8378622078,0.4924638573,0.3636363636,0.3939393939,0.3272727273,0.4576026904,0,0.2608695652
Basic,Together,0.0307692308,0.2769230769,0.2307692308,0.0615384615,0.0769230769,0.5384615385,0.2307692308,0.2307692308,0,0,,0.6,0.4,0,0.1,0.1416177887,0.0172254691,0.3636363636,0.1414141414,0.5272727273,0.0295460005,0,0.5652173913
Master,Married,0.2777777778,0.2666666667,0.3305555556,0.125,0.1052631579,0.5263157895,0.2105263158,0.2631578947,0,0,,0.3944444444,0,1,0.3,0.4573842248,0.1079667795,0.5454545455,0.1111111111,0.6545454545,0.1300555015,0,0.7826086957
Graduation,Together,0.4696394687,0.1157495256,0.320683112,0.0768500949,0.15,0.4,0.25,0.35,0,0,,0.0227703985,0.0170777989,1,0.3333333333,0.5741924188,0.3214395571,0.3636363636,0.8787878788,0.6363636364,0.3732884939,0,0.8260869565
Graduation,Married,0.6944444444,0,0.3055555556,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.0833333333,0,1,0.0333333333,0.2960080539,0.0083051369,0.1818181818,0.2121212121,0.4909090909,0.0170986832,0,0.3043478261
Graduation,Single,0.6666666667,0,0.2916666667,0.0138888889,0.1666666667,0.4166666667,0.1666666667,0.4166666667,0,0,,0.0277777778,0.0277777778,1,0.0666666667,0.438457498,0.0193786527,0.0909090909,0.0404040404,0.4727272727,0.0367523421,0,0
Graduation,Together,0.4417077176,0.078817734,0.2791461412,0.1674876847,0.0416666667,0.375,0.25,0.375,0,0,,0.0114942529,0.0328407225,0,0.4666666667,0.5441827891,0.1845585974,0.4545454545,0.2626262626,0.3090909091,0.1763752102,0,0.4347826087
Graduation,Single,0.1063829787,0.1489361702,0.5106382979,0,0.0833333333,0.5,0.1666666667,0.3333333333,0,0,,0.2234042553,0.2340425532,1,0.0666666667,0.3619802154,0.0261458013,0.3636363636,0.9898989899,0.2545454545,0.0499639683,0,0.2173913043
2n Cycle,Together,0.4761904762,0.0476190476,0.4047619048,0.0238095238,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.0952380952,0.0476190476,1,0.0666666667,0.3341241355,0.0101507229,0.2727272727,0.0101010101,0.4,0.0187364881,0,0.0434782609
Basic,Married,0.0487804878,0.1951219512,0.512195122,0.0975609756,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.1707317073,0.1463414634,0,0.0333333333,0.1072747965,0.0098431252,0.3636363636,0.3939393939,0.7090909091,0.020374293,0,0.2608695652
Basic,Single,0.03125,0.046875,0.265625,0.4375,0.0833333333,0.5,0.1666666667,0.3333333333,0,0,,0.234375,0.21875,0,0.0666666667,0.1939770638,0.0169178714,0.3636363636,0.2929292929,0.4727272727,0.0319481143,0,0.9130434783
Graduation,Single,0.5238658777,0.0623274162,0.299408284,0.0149901381,0.0526315789,0.5263157895,0.2105263158,0.2631578947,0,1,,0.0110453649,0.099408284,0,0.3,0.9119408212,0.7769916949,0.5454545455,0.4444444444,0.6727272727,0.9549919719,0.5,0.1739130435
Basic,Married,0.4230769231,0.0659340659,0.3626373626,0.0384615385,0.3333333333,0.4666666667,0.2,0.3333333333,0,0,,0.1813186813,0.1098901099,1,0.1666666667,0.3594152149,0.0532143956,0.2727272727,0.5757575758,0.7090909091,0.0809512371,0,0.0869565217
Graduation,Married,0.5046583851,0,0.4658385093,0.0139751553,0.4166666667,0.5416666667,0.1666666667,0.2916666667,0,1,,0.2189440994,0.0155279503,1,0.4666666667,0.5005077475,0.1953245155,0.8181818182,0.6565656566,0.4363636364,0.1868844583,0.25,0.9130434783
2n Cycle,Married,0.2768187423,0.0511713933,0.5585696671,0.0283600493,0.0606060606,0.3333333333,0.2424242424,0.4242424242,0,0,,0.110974106,0.085080148,0,0.7666666667,0.6320231113,0.4961550292,0.6363636364,0.6262626263,0.3818181818,0.3477169,0,0.3913043478
Basic,Married,0.4615384615,0.1538461538,0.3076923077,0.0769230769,0.1666666667,0.4166666667,0.1666666667,0.4166666667,0,0,,0.0512820513,0,1,0.0666666667,0.2227873588,0.0092279299,0.0909090909,0.6060606061,0.3818181818,0.0169349027,0,0.0869565217
Graduation,Single,0.4846477191,0.0740657644,0.3204149372,0.0370328822,0.0909090909,0.5,0.2272727273,0.2727272727,0,0,,0.1280049624,0.0838386971,0,0.4,0.5995797952,0.3793107795,0.6363636364,0.5858585859,0.1454545455,0.4003906746,0,0.8260869565
Basic,Divorced,0.168,0.032,0.408,0.128,0.1875,0.4375,0.1875,0.375,0,0,,0.2,0.264,1,0.2,0.3741924188,0.0741310366,0.2727272727,0.8585858586,0.3454545455,0.1061133798,0,0.2173913043
Graduation,Single,0.7567567568,0,0.2432432432,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.0810810811,0,1,0.0333333333,0.3510811521,0.0086127345,0.0909090909,0.1919191919,0.4,0.0177538052,0,0.1304347826
Master,Together,0.4554455446,0.0495049505,0.3927392739,0.0693069307,0.0357142857,0.4642857143,0.2142857143,0.3214285714,0,0,,0.0550055006,0.0330033003,1,0.6,0.8194782456,0.276837896,0.8181818182,0.101010101,0.2181818182,0.2274630246,0,0.4782608696
Basic,Together,0.2955390335,0.156133829,0.4330855019,0.0855018587,0.0909090909,0.3181818182,0.2272727273,0.4545454545,0,0,,0.2899628253,0.029739777,1,0.4,0.5130175961,0.1627191633,0.2727272727,0.898989899,0.6,0.1697421003,0,0.4347826087
Graduation,Married,0.4357076781,0.1415356152,0.1739130435,0.1359851989,0.0357142857,0.2857142857,0.4285714286,0.2857142857,0,0,,0.2950971323,0.1128584644,0,0.6,0.7536811696,0.3297446939,0.3636363636,0.5858585859,0.5818181818,0.2717305515,0.5,0.7826086957
Graduation,Single,0.8639308855,0.0129589633,0.1144708423,0.0086393089,0.0909090909,0.5909090909,0.1363636364,0.2727272727,0,0,,0.0626349892,0,1,0.4,0.4625317342,0.1396493387,0.8181818182,0.1414141414,0.6,0.1451750267,0,0.3913043478
Master,Divorced,0.504789272,0.0383141762,0.2696360153,0.0847701149,0.0416666667,0.5,0.1666666667,0.3333333333,0,0,,0.0277777778,0.1024904215,0,0.4666666667,0.7023724065,0.6394955398,0.7272727273,0.4747474747,0.3272727273,0.6204660101,0.5,1
Graduation,Married,0.3838709677,0.1129032258,0.2032258065,0.0139784946,0.037037037,0.2592592593,0.2592592593,0.4814814815,0,0,,0.0107526882,0.2860215054,1,0.5666666667,0.6419154338,0.2832974469,0.2727272727,0.2323232323,0.5454545455,0.2417327248,0,0.0869565217
Graduation,Married,0.2614814815,0.1348148148,0.5377777778,0.0066666667,0.0454545455,0.3636363636,0.4090909091,0.2272727273,0,1,,0.077037037,0.0592592593,0,0.4,0.6278735884,0.4124884651,0.3636363636,0.0404040404,0.8181818182,0.4357216168,0,0.8695652174
PhD,Married,0.7619047619,0,0.2380952381,0,0.1,0.5,0.2,0.3,0,0,,0.0952380952,0,1,0,0.4152149173,0.0036911719,0.2727272727,0.0606060606,0.4909090909,0.0086476099,0,0.1739130435
Graduation,Divorced,0.3233082707,0.1691729323,0.1992481203,0.1654135338,0.1176470588,0.4705882353,0.2941176471,0.2352941176,0,0,,0.6015037594,0.1428571429,1,0.2333333333,0.4808894336,0.0790525992,0.3636363636,0.1111111111,0.8181818182,0.1062723432,0,0.0869565217
Graduation,Married,0.1481481481,0.0555555556,0.4259259259,0,0.2857142857,0.5,0.2142857143,0.2857142857,0,0,,0.4444444444,0.3703703704,1,0.1333333333,0.0795412764,0.0138418948,0.2727272727,0.9696969697,0.1636363636,0.0213101815,0,0.5652173913
Graduation,Married,0.2967741935,0.0709677419,0.5741935484,0.0064516129,0.1428571429,0.5,0.2142857143,0.2857142857,0,1,,0.2322580645,0.0516129032,1,0.1333333333,0.3641337652,0.0449092587,0.2727272727,0.3131313131,0.4181818182,0.0732987886,0.25,0.3043478261
Graduation,Single,0.9206349206,0,0.0793650794,0,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.0634920635,0,1,0.0666666667,0.3844261578,0.0166102738,0.1818181818,0.0909090909,0.4,0.0313475859,0,0.2608695652
Graduation,Together,0.4552238806,0.1455223881,0.3694029851,0.0149253731,0.1764705882,0.4705882353,0.1764705882,0.3529411765,0,0,,0.4179104478,0.0149253731,1,0.2333333333,0.5130876302,0.0796677945,0.3636363636,0.1515151515,0.7090909091,0.1071201481,0,0.4347826087
Master,Married,0.3953488372,0,0.488372093,0.023255814,0.2307692308,0.5384615385,0.1538461538,0.3076923077,0,0,,0.0465116279,0.0930232558,1,0.1,0.1043946424,0.0104583205,0.2727272727,0.4242424242,0.5454545455,0.0173506532,0,0.3913043478
